personid,race,gender,drivercity,driverstate,dlstate,policeid,vehicleid,age,,,,,,,,,,,,,,,,,,,,,
p3249,WHITE,M,ADAMSTOWN,MD,MD,1140,v1470,47,,,,,,,,,,,,,,,,,,,,,
p3256,WHITE,M,ADAMSTOWN,MD,MD,1142,v1471,38,,,,,,,,,,,,,,,,,,,,,
p3262,BLACK,M,ADELPHI,MD,MD,1110,v3174,42,,,,,,,,,,,,,,,,,,,,,
p3270,ASIAN,M,ADELPHI,MD,MD,1118,v2508,56,,,,,,,,,,,,,,,,,,,,,
p3271,BLACK,M,ADELPHI,MD,MD,1150,v2509,60,,,,,,,,,,,,,,,,,,,,,
p3285,BLACK,M,ADELPHI,MD,MD,1122,v1784,40,,,,,,,,,,,,,,,,,,,,,
p3286,WHITE,F,ADAMSTOWN,MD,MD,1148,v1472,37,,,,,,,,,,,,,,,,,,,,,
p3290,WHITE,F,ADAMSTOWN,MD,MD,1128,v1473,27,,,,,,,,,,,,,,,,,,,,,
p3291,WHITE,F,ADAMSTOWN,MD,MD,1100,v1474,41,,,,,,,,,,,,,,,,,,,,,
p3294,WHITE,F,ADAMSTOWN,MD,MD,1104,v1475,30,,,,,,,,,,,,,,,,,,,,,
p3295,WHITE,M,ADAMSTOWN,MD,MD,1108,v1476,69,,,,,,,,,,,,,,,,,,,,,
p1114,BLACK,M,ADELPHI,MD,MD,1134,v1785,69,,,,,,,,,,,,,,,,,,,,,
p1146,ASIAN,M,ADELPHI,MD,MD,1158,v2510,42,,,,,,,,,,,,,,,,,,,,,
p1167,BLACK,M,ADELPHI,MD,MD,1152,v2511,39,,,,,,,,,,,,,,,,,,,,,
p1190,WHITE,M,ADAMSTOWN,MD,MD,1104,v2932,27,,,,,,,,,,,,,,,,,,,,,
p1193,HISPANIC,M,ADELPHI,MD,MD,1154,v2512,23,,,,,,,,,,,,,,,,,,,,,
p1227,HISPANIC,M,ADELPHI,MD,MD,1156,v2513,50,,,,,,,,,,,,,,,,,,,,,
p1232,BLACK,M,ADELPHI,MD,MD,1116,v1786,49,,,,,,,,,,,,,,,,,,,,,
p1253,HISPANIC,M,ADELPHI,MD,MD,1144,v2514,37,,,,,,,,,,,,,,,,,,,,,
p1255,WHITE,M,ADAMSTOWN,MD,MD,1110,v1477,70,,,,,,,,,,,,,,,,,,,,,
p1256,HISPANIC,M,ADELPHI,MD,MD,1146,v2515,54,,,,,,,,,,,,,,,,,,,,,
p1265,BLACK,M,ADDISLEIGH PK,NY,NY,1108,v2933,45,,,,,,,,,,,,,,,,,,,,,
p1266,HISPANIC,M,ADELPHI,MD,MD,1124,v2516,68,,,,,,,,,,,,,,,,,,,,,
p1279,WHITE,M,ADELPHI,MD,MD,1132,v2517,70,,,,,,,,,,,,,,,,,,,,,
p1280,WHITE,F,ADAMSTOWN,MD,MD,1112,v1478,35,,,,,,,,,,,,,,,,,,,,,
p1284,BLACK,M,ADELPHI,MD,MD,1120,v1787,70,,,,,,,,,,,,,,,,,,,,,
p1316,WHITE,M,ADDISON,TX,TX,1110,v2934,31,,,,,,,,,,,,,,,,,,,,,
p1323,BLACK,M,ADELPHI,MD,MD,1118,v1788,29,,,,,,,,,,,,,,,,,,,,,
p1327,HISPANIC,M,ADELPHI,MD,MD,1136,v2518,19,,,,,,,,,,,,,,,,,,,,,
p1349,WHITE,M,ADELPHI,MD,MD,1138,v2519,37,,,,,,,,,,,,,,,,,,,,,
p1355,BLACK,M,ADELPHI,MD,MD,1150,v1789,19,,,,,,,,,,,,,,,,,,,,,
p1359,WHITE,F,ADAMSTOWN,MD,MD,1122,v3331,44,,,,,,,,,,,,,,,,,,,,,
p1367,WHITE,F,ADAMSTOWN,MD,MD,1130,v1479,32,,,,,,,,,,,,,,,,,,,,,
p1370,HISPANIC,M,ADELPHI,MD,MD,1140,v2520,42,,,,,,,,,,,,,,,,,,,,,
p1394,BLACK,M,ADELPHI,MD,MD,1158,v1790,66,,,,,,,,,,,,,,,,,,,,,
p1396,WHITE,M,ADDISON,TX,TX,1112,v2935,27,,,,,,,,,,,,,,,,,,,,,
p1401,WHITE,M,ADAMSTOWN,MD,MD,1134,v3332,69,,,,,,,,,,,,,,,,,,,,,
p1404,WHITE,M,ADELPHI,MD,MD,1142,v2521,41,,,,,,,,,,,,,,,,,,,,,
p1422,OTHER,M,ADELPHI,MD,MD,1148,v2522,34,,,,,,,,,,,,,,,,,,,,,
p1427,HISPANIC,M,ADELPHI,MD,MD,1128,v2523,47,,,,,,,,,,,,,,,,,,,,,
p1432,WHITE,M,ADELPHI,MD,MD,1100,v2524,67,,,,,,,,,,,,,,,,,,,,,
p1464,HISPANIC,M,ADELPHI,MD,MD,1104,v2525,67,,,,,,,,,,,,,,,,,,,,,
p1469,WHITE,M,ADELPHI,MD,MD,1108,v2526,42,,,,,,,,,,,,,,,,,,,,,
p1483,ASIAN,M,ADDISON,TX,TX,1130,v2936,28,,,,,,,,,,,,,,,,,,,,,
p1486,BLACK,M,ADELPHI,MD,MD,1152,v1791,66,,,,,,,,,,,,,,,,,,,,,
p1498,WHITE,F,ADAMSTOWN,MD,MD,1110,v3414,18,,,,,,,,,,,,,,,,,,,,,
p1499,WHITE,M,ADELPHI,MD,MD,1110,v2527,38,,,,,,,,,,,,,,,,,,,,,
p1500,WHITE,F,ADAMSTOWN,MD,MD,1102,v1480,52,,,,,,,,,,,,,,,,,,,,,
p1512,ASIAN,M,ADDISON,TX,TX,1102,v2937,56,,,,,,,,,,,,,,,,,,,,,
p1521,BLACK,M,ADELPHI,MD,MD,1154,v1792,56,,,,,,,,,,,,,,,,,,,,,
p1524,WHITE,M,ADAMSTOWN,MD,MD,1116,v3333,60,,,,,,,,,,,,,,,,,,,,,
p1535,BLACK,M,ADELPHI,MD,MD,1112,v2528,34,,,,,,,,,,,,,,,,,,,,,
p1539,WHITE,M,ADELPHI,MD,MD,1130,v2529,67,,,,,,,,,,,,,,,,,,,,,
p1543,WHITE,M,ADAMSTOWN,MD,MD,1120,v3334,39,,,,,,,,,,,,,,,,,,,,,
p1555,WHITE,M,ADAMSTOWN,MD,MD,1118,v3335,22,,,,,,,,,,,,,,,,,,,,,
p1560,WHITE,F,ADAMSTOWN,MD,MD,1106,v1481,70,,,,,,,,,,,,,,,,,,,,,
p1563,WHITE,M,ADAMSTOWN,MD,MD,1150,v3336,37,,,,,,,,,,,,,,,,,,,,,
p1580,WHITE,M,ADELPHI,MD,MD,1102,v2530,25,,,,,,,,,,,,,,,,,,,,,
p1584,BLACK,M,ADELPHI,MD,MD,1156,v1793,33,,,,,,,,,,,,,,,,,,,,,
p1590,WHITE,M,ADDISON,TX,TX,1106,v2938,52,,,,,,,,,,,,,,,,,,,,,
p1593,BLACK,M,ADELPHI,MD,MD,1144,v1794,63,,,,,,,,,,,,,,,,,,,,,
p1621,WHITE,M,ADELPHI,MD,MD,1106,v2531,22,,,,,,,,,,,,,,,,,,,,,
p1629,BLACK,M,ADELPHI,MD,MD,1146,v1795,51,,,,,,,,,,,,,,,,,,,,,
p1634,BLACK,M,ADAMSTOWN,MD,MD,1158,v3337,30,,,,,,,,,,,,,,,,,,,,,
p1635,WHITE,M,ADDISON,TX,TX,1126,v2939,64,,,,,,,,,,,,,,,,,,,,,
p1638,BLACK,F,ADAMSTOWN,MD,MD,1126,v1482,23,,,,,,,,,,,,,,,,,,,,,
p1656,ASIAN,F,ADELPHI,MD,MD,1126,v2532,31,,,,,,,,,,,,,,,,,,,,,
p1658,HISPANIC,M,ADELPHI,MD,MD,1114,v2533,37,,,,,,,,,,,,,,,,,,,,,
p1669,WHITE,F,ADAMSTOWN,MD,MD,1114,v1483,60,,,,,,,,,,,,,,,,,,,,,
p1673,WHITE,F,ADAMSTOWN,MD,MD,1122,v1484,54,,,,,,,,,,,,,,,,,,,,,
p1683,WHITE,M,ADELPHI,MD,MD,1122,v2534,57,,,,,,,,,,,,,,,,,,,,,
p1684,WHITE,M,ADELPHI,MD,MD,1134,v2535,49,,,,,,,,,,,,,,,,,,,,,
p1685,OTHER,F,ADDISON,PA,PA,1114,v2940,40,,,,,,,,,,,,,,,,,,,,,
p1688,WHITE,F,ADAMSTOWN,MD,MD,1134,v1485,18,,,,,,,,,,,,,,,,,,,,,
p1691,BLACK,M,ADAMSTOWN,MD,MD,1152,v3338,42,,,,,,,,,,,,,,,,,,,,,
p1699,OTHER,M,ADDISON,IL,IL,1122,v2941,46,,,,,,,,,,,,,,,,,,,,,
p1713,HISPANIC,M,ADELPHI,MD,MD,1116,v2536,46,,,,,,,,,,,,,,,,,,,,,
p1718,BLACK,M,ADELPHI,MD,MD,1112,v3175,23,,,,,,,,,,,,,,,,,,,,,
p1734,WHITE,M,ADDISON,TX,TX,1134,v2942,59,,,,,,,,,,,,,,,,,,,,,
p1743,HISPANIC,M,ADAMSTOWN,MD,MD,1116,v1486,48,,,,,,,,,,,,,,,,,,,,,
p1752,WHITE,M,ADAMSTOWN,MD,MD,1154,v3339,35,,,,,,,,,,,,,,,,,,,,,
p1763,WHITE,M,ADELPHI,MD,MD,1120,v2537,49,,,,,,,,,,,,,,,,,,,,,
p1768,BLACK,M,ADELPHI,MD,MD,1130,v3176,44,,,,,,,,,,,,,,,,,,,,,
p1808,WHITE,M,ADELPHI,MD,XX,1116,v2943,20,,,,,,,,,,,,,,,,,,,,,
p1810,WHITE,M,ADELPHI,MD,XX,1120,v2944,23,,,,,,,,,,,,,,,,,,,,,
p1815,HISPANIC,M,ADELPHI,MD,MD,1118,v2538,61,,,,,,,,,,,,,,,,,,,,,
p1821,BLACK,M,ADELPHI,MD,MD,1102,v3177,57,,,,,,,,,,,,,,,,,,,,,
p1824,BLACK,M,ADAMSTOWN,MD,MD,1156,v3340,34,,,,,,,,,,,,,,,,,,,,,
p1826,OTHER,M,ADAMSTOWN,MD,MD,1144,v3341,65,,,,,,,,,,,,,,,,,,,,,
p1854,BLACK,M,ADAMSTOWN,MD,MD,1146,v3342,62,,,,,,,,,,,,,,,,,,,,,
p1857,BLACK,M,ADAMSTOWN,MD,MD,1124,v3343,23,,,,,,,,,,,,,,,,,,,,,
p1861,WHITE,M,ADELPHI,MD,MD,1150,v2539,23,,,,,,,,,,,,,,,,,,,,,
p1869,WHITE,M,ADELPHI,MD,MD,1158,v2540,68,,,,,,,,,,,,,,,,,,,,,
p1877,ASIAN,F,ADELPHI,MD,GA,1106,v3178,39,,,,,,,,,,,,,,,,,,,,,
p1886,HISPANIC,M,ADELPHI,MD,MD,1118,v2945,46,,,,,,,,,,,,,,,,,,,,,
p1888,WHITE,M,ADELPHI,MD,MD,1152,v2541,30,,,,,,,,,,,,,,,,,,,,,
p1904,WHITE,F,ADELPHI,MD,MD,1150,v2946,24,,,,,,,,,,,,,,,,,,,,,
p1924,BLACK,M,ADELPHI,MD,MD,1124,v1796,22,,,,,,,,,,,,,,,,,,,,,
p1929,HISPANIC,M,ADELPHI,MD,MD,1158,v2947,19,,,,,,,,,,,,,,,,,,,,,
p1933,WHITE,M,ADELPHI,MD,MD,1154,v2542,39,,,,,,,,,,,,,,,,,,,,,
p1954,WHITE,M,ADELPHI,MD,MD,1156,v2543,37,,,,,,,,,,,,,,,,,,,,,
p1977,BLACK,M,ADELPHI,MD,MD,1132,v1797,28,,,,,,,,,,,,,,,,,,,,,
p2021,BLACK,M,ADELPHI,MD,MD,1144,v2544,58,,,,,,,,,,,,,,,,,,,,,
p2025,WHITE,M,ADELPHI,MD,MD,1152,v2948,24,,,,,,,,,,,,,,,,,,,,,
p2033,WHITE,M,ADELPHI,MD,MD,1146,v2545,48,,,,,,,,,,,,,,,,,,,,,
p2041,ASIAN,F,ADELPHI,MD,GA,1126,v3179,21,,,,,,,,,,,,,,,,,,,,,
p2049,WHITE,F,ADELPHI,MD,MD,1154,v2949,67,,,,,,,,,,,,,,,,,,,,,
p2059,OTHER,M,ADELPHI,MD,MD,1124,v2546,54,,,,,,,,,,,,,,,,,,,,,
p2062,HISPANIC,M,ADELPHI,MD,MD,1132,v2547,58,,,,,,,,,,,,,,,,,,,,,
p2093,WHITE,M,ADAMSTOWN,MD,MD,1132,v3344,34,,,,,,,,,,,,,,,,,,,,,
p2131,ASIAN,F,ADELPHI,MD,GA,1114,v3180,55,,,,,,,,,,,,,,,,,,,,,
p2132,OTHER,M,ADELPHI,MD,MD,1136,v2548,45,,,,,,,,,,,,,,,,,,,,,
p2142,HISPANIC,M,ADELPHI,MD,MD,1156,v2950,64,,,,,,,,,,,,,,,,,,,,,
p2149,WHITE,F,ADAMSTOWN,MD,MD,1112,v3415,30,,,,,,,,,,,,,,,,,,,,,
p2155,WHITE,M,ADAMSTOWN,MD,MD,1120,v1487,63,,,,,,,,,,,,,,,,,,,,,
p2157,HISPANIC,M,ADELPHI,MD,MD,1136,v1798,49,,,,,,,,,,,,,,,,,,,,,
p2167,BLACK,F,ADELPHI,MD,MD,1138,v2549,39,,,,,,,,,,,,,,,,,,,,,
p2178,BLACK,M,ADELPHI,MD,MD,1144,v2951,28,,,,,,,,,,,,,,,,,,,,,
p2184,BLACK,F,ADELPHI,MD,MD,1138,v1799,25,,,,,,,,,,,,,,,,,,,,,
p2186,BLACK,M,ADELPHI,MD,MD,1146,v2952,41,,,,,,,,,,,,,,,,,,,,,
p2188,HISPANIC,M,ADELPHI,MD,MD,1140,v2550,25,,,,,,,,,,,,,,,,,,,,,
p2191,ASIAN,F,ADELPHI,MD,GA,1122,v3181,67,,,,,,,,,,,,,,,,,,,,,
p2201,BLACK,F,ADAMSTOWN,MD,MD,1118,v1488,46,,,,,,,,,,,,,,,,,,,,,
p2206,HISPANIC,M,ADELPHI,MD,MD,1142,v2551,24,,,,,,,,,,,,,,,,,,,,,
p2207,WHITE,F,ADAMSTOWN,MD,MD,1150,v1489,57,,,,,,,,,,,,,,,,,,,,,
p2224,WHITE,M,ADELPHI,MD,MD,1148,v2552,48,,,,,,,,,,,,,,,,,,,,,
p2241,ASIAN,F,ADELPHI,MD,GA,1134,v3182,60,,,,,,,,,,,,,,,,,,,,,
p2244,WHITE,M,ADAMSTOWN,MD,MD,1158,v1490,37,,,,,,,,,,,,,,,,,,,,,
p2263,HISPANIC,M,ADELPHI,MD,MD,1140,v1800,37,,,,,,,,,,,,,,,,,,,,,
p2267,HISPANIC,M,ADELPHI,MD,MD,1142,v1801,23,,,,,,,,,,,,,,,,,,,,,
p2291,ASIAN,M,ADELPHI,MD,MD,1128,v2553,67,,,,,,,,,,,,,,,,,,,,,
p2307,WHITE,M,ADDISON,TX,TX,1152,v1491,46,,,,,,,,,,,,,,,,,,,,,
p2308,HISPANIC,M,ADELPHI,MD,MD,1148,v1802,54,,,,,,,,,,,,,,,,,,,,,
p2323,BLACK,M,ADELPHI,MD,MD,1124,v2953,34,,,,,,,,,,,,,,,,,,,,,
p2324,WHITE,M,ADELPHI,MD,MD,1100,v2554,50,,,,,,,,,,,,,,,,,,,,,
p2327,HISPANIC,F,ADDISON,IL,IL,1154,v1492,65,,,,,,,,,,,,,,,,,,,,,
p2330,HISPANIC,F,ADDISON,IL,IL,1156,v1493,41,,,,,,,,,,,,,,,,,,,,,
p2338,WHITE,M,ADAMSTOWN,MD,MD,1130,v3416,43,,,,,,,,,,,,,,,,,,,,,
p2343,HISPANIC,M,ADELPHI,MD,MD,1128,v1803,61,,,,,,,,,,,,,,,,,,,,,
p2345,ASIAN,M,ADELPHI,MD,MD,1104,v2555,38,,,,,,,,,,,,,,,,,,,,,
p2347,BLACK,M,ADELPHI,MD,MD,1132,v2954,59,,,,,,,,,,,,,,,,,,,,,
p2425,ASIAN,M,ADELPHI,MD,MD,1108,v2556,44,,,,,,,,,,,,,,,,,,,,,
p2429,BLACK,M,ADELPHI,MD,MD,1136,v2955,68,,,,,,,,,,,,,,,,,,,,,
p2431,ASIAN,M,ADELPHI,MD,MD,1110,v2557,58,,,,,,,,,,,,,,,,,,,,,
p2457,HISPANIC,M,ADELPHI,MD,MD,1112,v2558,26,,,,,,,,,,,,,,,,,,,,,
p2470,HISPANIC,M,ADELPHI,MD,MD,1100,v1804,61,,,,,,,,,,,,,,,,,,,,,
p2495,WHITE,M,ADAMSTOWN,MD,MD,1136,v3345,20,,,,,,,,,,,,,,,,,,,,,
p2503,HISPANIC,M,ADELPHI,MD,MD,1104,v1805,37,,,,,,,,,,,,,,,,,,,,,
p2511,HISPANIC,M,ADELPHI,MD,MD,1130,v2559,32,,,,,,,,,,,,,,,,,,,,,
p2514,HISPANIC,F,ADDISON,IL,IL,1144,v1494,37,,,,,,,,,,,,,,,,,,,,,
p2523,ASIAN,M,ADELPHI,MD,MD,1102,v2560,58,,,,,,,,,,,,,,,,,,,,,
p2527,ASIAN,F,ADAMSTOWN,MD,MD,1102,v3417,45,,,,,,,,,,,,,,,,,,,,,
p2536,HISPANIC,M,ADELPHI,MD,MD,1106,v2561,70,,,,,,,,,,,,,,,,,,,,,
p2564,BLACK,M,ADELPHI,MD,MD,1126,v2562,33,,,,,,,,,,,,,,,,,,,,,
p2567,BLACK,M,ADELPHI,MD,MD,1114,v2563,26,,,,,,,,,,,,,,,,,,,,,
p2575,HISPANIC,F,ADDISON,IL,IL,1146,v1495,30,,,,,,,,,,,,,,,,,,,,,
p2594,WHITE,M,ADDISON,TX,TX,1124,v1496,36,,,,,,,,,,,,,,,,,,,,,
p2595,BLACK,M,ADELPHI,MD,MD,1122,v2564,47,,,,,,,,,,,,,,,,,,,,,
p2597,WHITE,F,ADAMSTOWN,MD,MD,1106,v3418,38,,,,,,,,,,,,,,,,,,,,,
p2601,BLACK,M,ADELPHI,MD,MD,1134,v2565,66,,,,,,,,,,,,,,,,,,,,,
p2619,HISPANIC,M,ADELFI,MD,MD,1132,v1497,41,,,,,,,,,,,,,,,,,,,,,
p2631,BLACK,M,ADELPHI,MD,MD,1116,v2566,56,,,,,,,,,,,,,,,,,,,,,
p2632,HISPANIC,M,ADELPHI,MD,MD,1138,v2956,21,,,,,,,,,,,,,,,,,,,,,
p2641,OTHER,M,ADELPHI,MD,MD,1120,v2567,57,,,,,,,,,,,,,,,,,,,,,
p2672,BLACK,M,ADELPHI,MD,MD,1118,v2568,31,,,,,,,,,,,,,,,,,,,,,
p2683,HISPANIC,M,ADELFI,MD,MD,1136,v1498,24,,,,,,,,,,,,,,,,,,,,,
p2684,HISPANIC,M,ADELPHI,MD,MD,1108,v1806,41,,,,,,,,,,,,,,,,,,,,,
p2688,HISPANIC,M,ADELPHI,MD,XX,1110,v1807,26,,,,,,,,,,,,,,,,,,,,,
p2706,HISPANIC,M,ADELPHI,MD,MD,1140,v2957,67,,,,,,,,,,,,,,,,,,,,,
p2707,BLACK,M,ADELPHI,MD,MD,1150,v2569,36,,,,,,,,,,,,,,,,,,,,,
p2718,HISPANIC,M,ADELPHI,MD,XX,1112,v1808,41,,,,,,,,,,,,,,,,,,,,,
p2737,HISPANIC,M,ADELPHI,MD,XX,1130,v1809,35,,,,,,,,,,,,,,,,,,,,,
p2739,BLACK,M,ADELPHI,MD,MD,1158,v2570,36,,,,,,,,,,,,,,,,,,,,,
p2745,ASIAN,F,ADELPHI,MD,GA,1116,v3183,33,,,,,,,,,,,,,,,,,,,,,
p2746,WHITE,M,ADAMSTOWN,MD,MD,1138,v3346,68,,,,,,,,,,,,,,,,,,,,,
p2758,HISPANIC,M,ADELPHI,MD,MD,1120,v3184,37,,,,,,,,,,,,,,,,,,,,,
p2767,BLACK,M,ADELPHI,MD,MD,1152,v2571,48,,,,,,,,,,,,,,,,,,,,,
p2772,BLACK,M,ADELPHI,MD,MD,1154,v2572,33,,,,,,,,,,,,,,,,,,,,,
p2777,BLACK,M,ADELPHI,MD,MD,1156,v2573,66,,,,,,,,,,,,,,,,,,,,,
p2793,HISPANIC,F,ADELPHI,MD,MD,1144,v2574,43,,,,,,,,,,,,,,,,,,,,,
p2800,HISPANIC,M,ADELPHI,MD,XX,1102,v1810,43,,,,,,,,,,,,,,,,,,,,,
p2815,HISPANIC,F,ADELPHI,MD,MD,1146,v2575,46,,,,,,,,,,,,,,,,,,,,,
p2821,HISPANIC,F,ADELPHI,MD,MD,1124,v2576,32,,,,,,,,,,,,,,,,,,,,,
p2828,WHITE,M,ADAMSTOWN,MD,MD,1140,v3347,42,,,,,,,,,,,,,,,,,,,,,
p2838,WHITE,M,ADAMSTOWN,MD,MD,1142,v3348,58,,,,,,,,,,,,,,,,,,,,,
p2839,HISPANIC,M,ADELPHI,MD,MD,1142,v2958,32,,,,,,,,,,,,,,,,,,,,,
p2867,HISPANIC,M,ADELFI,MD,MD,1138,v1499,63,,,,,,,,,,,,,,,,,,,,,
p2942,HISPANIC,M,ADELPHI,MD,XX,1106,v1811,59,,,,,,,,,,,,,,,,,,,,,
p2947,BLACK,F,ADELPHI,MD,MD,1132,v2577,65,,,,,,,,,,,,,,,,,,,,,
p2951,HISPANIC,F,ADELPHI,MD,MD,1140,v1500,23,,,,,,,,,,,,,,,,,,,,,
p2958,BLACK,M,ADELPHI,MD,MD,1136,v2578,62,,,,,,,,,,,,,,,,,,,,,
p2970,HISPANIC,F,ADELPHI,MD,MD,1118,v3185,27,,,,,,,,,,,,,,,,,,,,,
p2975,BLACK,F,ADELPHI,MD,MD,1138,v2579,66,,,,,,,,,,,,,,,,,,,,,
p2986,WHITE,M,ADAMSTOWN,MD,MD,1126,v3419,29,,,,,,,,,,,,,,,,,,,,,
p2991,NATIVE AMERICAN,M,ADELPHI,MD,MD,1150,v3186,33,,,,,,,,,,,,,,,,,,,,,
p3038,WHITE,M,ADAMSTOWN,MD,MD,1114,v3420,62,,,,,,,,,,,,,,,,,,,,,
p3040,BLACK,M,ADELPHI,MD,MD,1140,v2580,46,,,,,,,,,,,,,,,,,,,,,
p3056,BLACK,M,ADELPHI,MD,MD,1142,v2581,26,,,,,,,,,,,,,,,,,,,,,
p3059,HISPANIC,F,ADELPHI,MD,MD,1142,v1501,53,,,,,,,,,,,,,,,,,,,,,
p3073,HISPANIC,M,ADELPHI,MD,XX,1126,v1812,27,,,,,,,,,,,,,,,,,,,,,
p3090,BLACK,M,ADELPHI,MD,MD,1148,v2582,48,,,,,,,,,,,,,,,,,,,,,
p3094,HISPANIC,M,ADELPHI,MD,MD,1148,v2959,64,,,,,,,,,,,,,,,,,,,,,
p3095,WHITE,M,ADELPHI,MD,MD,1114,v1813,22,,,,,,,,,,,,,,,,,,,,,
p3102,HISPANIC,M,ADELPHI,MD,MD,1128,v2960,39,,,,,,,,,,,,,,,,,,,,,
p3142,ASIAN,M,ADELPHI,MD,MD,1128,v2583,66,,,,,,,,,,,,,,,,,,,,,
p3143,WHITE,M,ADAMSTOWN,MD,MD,1122,v3421,57,,,,,,,,,,,,,,,,,,,,,
p3144,HISPANIC,M,ADELPHI,MD,MD,1100,v2961,32,,,,,,,,,,,,,,,,,,,,,
p3167,HISPANIC,M,ADELPHI,MD,MD,1100,v2584,23,,,,,,,,,,,,,,,,,,,,,
p3171,NATIVE AMERICAN,M,ADELPHI,MD,MD,1158,v3187,45,,,,,,,,,,,,,,,,,,,,,
p3189,ASIAN,M,ADELPHI,MD,MD,1104,v2585,69,,,,,,,,,,,,,,,,,,,,,
p3202,BLACK,M,ADELPHI,MD,MD,1148,v1502,28,,,,,,,,,,,,,,,,,,,,,
p3209,BLACK,M,ADELPHI,MD,MD,1128,v1503,61,,,,,,,,,,,,,,,,,,,,,
p3215,BLACK,F,ADELPHI,MD,MD,1122,v1814,29,,,,,,,,,,,,,,,,,,,,,
p3216,HISPANIC,F,ADELPHI,MD,MD,1100,v1504,45,,,,,,,,,,,,,,,,,,,,,
p3221,BLACK,M,ADELPHI,MD,MD,1134,v1815,39,,,,,,,,,,,,,,,,,,,,,
p3226,ASIAN,M,ADELPHI,MD,MD,1108,v2586,39,,,,,,,,,,,,,,,,,,,,,
p3231,BLACK,M,ADAMSTOWN,MD,MD,1134,v3422,29,,,,,,,,,,,,,,,,,,,,,
p3244,HISPANIC,M,ADELPHI,MD,MD,1104,v1505,19,,,,,,,,,,,,,,,,,,,,,
p3246,BLACK,M,ADELPHI,MD,MD,1116,v1816,26,,,,,,,,,,,,,,,,,,,,,
p3255,ASIAN,M,ADELPHI,MD,MD,1110,v2587,33,,,,,,,,,,,,,,,,,,,,,
p3259,HISPANIC,M,ADELPHI,MD,MD,1108,v1506,22,,,,,,,,,,,,,,,,,,,,,
p3275,ASIAN,M,ADELPHI,MD,MD,1112,v2588,68,,,,,,,,,,,,,,,,,,,,,
p3277,ASIAN,M,ADELPHI,MD,MD,1130,v2589,54,,,,,,,,,,,,,,,,,,,,,
p3287,WHITE,F,ADAMSTOWN,MD,MD,1148,v3349,19,,,,,,,,,,,,,,,,,,,,,
p3303,BLACK,F,ADELPHI,MD,MD,1104,v2962,63,,,,,,,,,,,,,,,,,,,,,
p3307,HISPANIC,M,ADELPHI,MD,MD,1152,v3188,30,,,,,,,,,,,,,,,,,,,,,
p1111,ASIAN,M,ADELPHI,MD,MD,1102,v2590,57,,,,,,,,,,,,,,,,,,,,,
p1113,ASIAN,M,ADELPHI,MD,MD,1106,v2591,67,,,,,,,,,,,,,,,,,,,,,
p1116,BLACK,M,ADELPHI,MD,MD,1120,v1817,41,,,,,,,,,,,,,,,,,,,,,
p1128,NATIVE AMERICAN,M,ADELPHI,MD,MD,1154,v3189,26,,,,,,,,,,,,,,,,,,,,,
p1140,WHITE,M,ADELPHI,MD,MD,1156,v3190,50,,,,,,,,,,,,,,,,,,,,,
p1141,BLACK,F,ADELPHI,MD,MD,1108,v2963,48,,,,,,,,,,,,,,,,,,,,,
p1166,HISPANIC,M,ADELPHI,MD,MD,1126,v2592,52,,,,,,,,,,,,,,,,,,,,,
p1175,HISPANIC,M,ADELPHI,MD,MD,1110,v1507,58,,,,,,,,,,,,,,,,,,,,,
p1177,HISPANIC,M,ADELPHI,MD,MD,1114,v2593,24,,,,,,,,,,,,,,,,,,,,,
p1195,HISPANIC,M,ADELPHI,MD,MD,1122,v2594,29,,,,,,,,,,,,,,,,,,,,,
p1271,HISPANIC,M,ADELPHI,MD,MD,1134,v2595,66,,,,,,,,,,,,,,,,,,,,,
p1272,NATIVE AMERICAN,M,ADELPHI,MD,MD,1144,v3191,66,,,,,,,,,,,,,,,,,,,,,
p1277,HISPANIC,F,ADELPHI,MD,MD,1110,v2964,59,,,,,,,,,,,,,,,,,,,,,
p1283,BLACK,M,ADELPHI,MD,MD,1112,v1508,30,,,,,,,,,,,,,,,,,,,,,
p1298,HISPANIC,M,ADELPHI,MD,MD,1130,v1509,38,,,,,,,,,,,,,,,,,,,,,
p1299,HISPANIC,M,ADELPHI,MD,MD,1102,v1510,23,,,,,,,,,,,,,,,,,,,,,
p1300,HISPANIC,M,ADELPHI,MD,MD,1106,v1511,55,,,,,,,,,,,,,,,,,,,,,
p1314,HISPANIC,M,ADELPHI,MD,MD,1116,v2596,22,,,,,,,,,,,,,,,,,,,,,
p1329,BLACK,F,ADELPHI,MD,MD,1118,v1818,28,,,,,,,,,,,,,,,,,,,,,
p1330,HISPANIC,F,ADELPHI,MD,MD,1112,v2965,57,,,,,,,,,,,,,,,,,,,,,
p1357,HISPANIC,M,ADELPHI,MD,MD,1120,v2597,42,,,,,,,,,,,,,,,,,,,,,
p1395,HISPANIC,M,ADELPHI,MD,MD,1130,v2966,25,,,,,,,,,,,,,,,,,,,,,
p1413,HISPANIC,M,ADELPHI,MD,MD,1126,v1512,68,,,,,,,,,,,,,,,,,,,,,
p1429,BLACK,M,ADELPHI,MD,MD,1118,v2598,24,,,,,,,,,,,,,,,,,,,,,
p1430,BLACK,M,ADELPHI,MD,MD,1150,v1819,51,,,,,,,,,,,,,,,,,,,,,
